review,label
我脏了，成了铁粉,1.0
看见这么多人骂你，我就放心了,0.0
这个人怎么会被一直骂，有人告诉我一下吗,0.0
怪了死人也能睡觉？,0.0
我说过了，你如果再发一条微博，你家就死一个人,1.0
心疼你，早知道我就骂si你了，不然你也不会这么痛苦了,1.0
无意点开，逝者安息,1.0
我看你被骂的笑的睡不着了,1.0
为了赚钱真实脸都不要了,1.0
只有我一个人觉得你应该死吗？,1.0
听到你这么说我就放心了,0.0
没有骂死你是我的错,1.0
mmp你個憨皮,1.0
明年这个时候我一定会祭拜你的，逝者安息🙏🙏🙏,1.0
愿天堂没有蹭热度的yxh,1.0
为啥你还不被封号,0.0
招能拍死木子洋洋的苍蝇拍💙💚💛💝💝💓,1.0
这边建议你直接被骂死呢,1.0
你妈没了,1.0
太好了,0.0
不明白你为什么能在人间游荡？是黑白无常开小差了？请安息,1.0
无意点开 逝者安息,1.0
不是我一百多个赞的评论说删就删，我是沙发，洋洋出来对线,0.0
骂的好，也许你在刷聪明，也许你明知，却为了吸热度才这样说,1.0
你怎么还活着,1.0
？？？你没si呢,1.0
你打篮球像蔡徐坤,0.0
你去厕所睡吧，那个味道很适合你这个人的,1.0
无意点开 逝者安息🙏在天堂要好好的,1.0
木子洋洋走了，走得很痛苦，火化的时候还诈了尸，一直喊我没有死，最后用铁链绑着烧完的。火很旺，烧得嘎吱响，烧了三天三夜，家属很坚强，一个哭的都没，还有一个忍不住笑出了声，那晚风很大，运骨灰路上还翻了车，把骨灰盒摔碎了，刚要捧点儿骨灰，来了辆洒水车，车上唱着今天是个好日子,1.0
即使敌众我寡末将也能万军丛中取你的亲妈首级,1.0
啊，我也睡不着觉了,0.0
为什么我被删评了好不容易那么多赞！！！,0.0
我的铁粉头衔掉了,0.0
木子洋洋,0.0
我也好难受，骂你骂得睡不着觉了,1.0
为啥世界上总有那么一堆人脸皮厚，还贱呢,1.0
你咋还没死呢,1.0
那就出来继续挨骂？？,1.0
只有我一个觉得你是条狗吗？热度🐶,1.0
睡不觉干脆就别睡了吧,0.0
是你，b被🌿 烂的🐔 哦,1.0
这么多人骂你，你也不想想为什么,1.0
只有我一个人认为他在⛵️骗流量吗？,1.0
黄泉路上这么绕吗？？？,1.0
我不骂人只骂🐶,1.0
你🐴 逼死,1.0
你原来是个没🐴的微博号啊 到处招黑是厌倦人世了吗,1.0
睡不着好啊，没脑子不需要睡觉,1.0
就是为了火？,1.0
你做这么缺德的事对你有什么好处？,1.0
换个头像你就是个人,1.0
木子洋死了,1.0
给老子爬,1.0
给老子爬！！！,1.0
亲，这边建议你直接去世呢，不高玷污我们的眼睛,1.0
那就离开这个世界吧,1.0
那就回你家祖坟去吧比较适合死人,1.0
别tm用肖战头像,1.0
这是啥东西啊,0.0
hhhhhhhh真有意思,0.0
骂死你了,1.0
我擦 我还以为他真的是只喜欢苹果不喜欢华为勒 然后在哪里迎战？？ nbnb这系列只有啥不喜欢啥都成造句王连？？ 看啥说啥？ 要是有图我就给你们看了,1.0
赶紧死了吧，免得这yxh天天被轰，你看见大家骂你很开心？好像你是挺开心的,1.0
即使关注你，我也要骂你！骂完再取关！！！,1.0
只有我一个人觉得木子洋洋日了了吗,1.0
恶心死我了怎么哪里都有你这个臭弟弟你怎么还活着憨批,1.0
死了就睡的着了,1.0
那就逝者安息,1.0
每天一骂辣鸡洋 心情瞬间爽歪歪,1.0
4⃣️🐒自会长眠,1.0
无意点开，逝者安息...,1.0
扫墓,1.0
缺乏存在感的营销号,0.0
那你就把账号注销了吧,1.0
举报你,0.0
yyr你怎么还没死？？？？？,1.0
您怎么还不死？,1.0
"木子洋洋走了，走得很痛苦，火化的时候还诈了尸，一直喊我没有死，最后用铁链绑着烧完的。火很旺，烧得嘎吱响，烧了三天三夜，家属很坚强，一个哭的都没，还有一个忍不住笑出了声，那晚风很大，运骨灰路上还翻了车，把骨灰盒摔碎了，刚要捧点儿骨灰，来了辆洒水车,车上唱着今天是个好日子",1.0
我看你不是睡不着觉 你是被骂得太激动了 从来没见过这么多人关注你来骂你 刷存在感没完了 骂肖战来搏关注真bt,1.0
你用着肖战的头像去黑他？ 脸皮真厚,1.0
我把你🐴 天灵盖撬开看看什么货色能拉出你,1.0
我再骂你就不好了，如果你再失眠，那就是太棒了,1.0
看见你睡不着还被骂我就舒心了,1.0
你还没死呀,1.0
难受好可怜，被你键盘敲出来,1.0
为什么骂你你自己不清楚,1.0
你把头像给我换了就不骂你了,1.0
希望你好好活着,0.0
你都睡不着还这么能蹦跶，你太坚强了,0.0
恶心,1.0
那就别睡了  起来继续看别人骂你哦,1.0
你活着是个奇迹,1.0
原来你没有妈妈啊,1.0
可以去si,1.0
你睡你婆皮,1.0
该啊，你是孤儿吗，没人教你尊重吗,1.0
这不就是你想要的吗？？？,1.0
我感觉你他妈是杨洋的黑粉吧哪凉快哪呆着去吧,1.0
该,1.0
放心，不会关注你的，吐口痰就走，舒服了！,1.0
滚,1.0
哈哈哈哈哈哈哈哈,0.0
nm今晚biss,1.0
想红想疯了吗 扛精,1.0
活该！安息吧,1.0
在精神病院，医生会让你长眠，不要害怕哦，洋洋加油！,1.0
死吗东西滚,1.0
你怎么不死,1.0
牛逼呀 大v了都,0.0
真的好奇被举报成这样你怎么还在,0.0
宁是活该,1.0
早日超生,1.0
你在地狱我在人间，我俩就不在一个维度，,1.0
只有我一个人觉得很开心吗,0.0
死人也有睡眠？长知识了,1.0
看到有人骂你我就放心了,1.0
自己找骂的,1.0
怎么不想想为什么被骂呢,0.0
逝者安息,1.0
谢谢你的关注，13号诛仙了解一下,0.0
你是不是有bing？？？,1.0
真的是。。这么缺钱的吗,0.0
牛p蹦了？评论删了干啥子？四川的热搜都是你能蹭的撒，地震多修的房子抗震，说话都不动你的猪脑壳的吗？,1.0
骂你可以被赞到2200年,1.0
别用我哥哥头像好吗,0.0
坟头睡觉？,1.0
怎么会有如此厚颜无耻之人,1.0
生活很苦吧，靠被骂来挣钱,1.0
今天中秋节，给你送个祝福。中秋快乐 ，希望你在地下早日和你家人团聚,1.0
今天中秋节，给你送个祝福。中秋快乐,0.0
你们不要点赞不要评论不要给他热度 拜托了各位🙃,0.0
看到你被骂的睡不着，我就很开心了！！,1.0
愿你一睡不醒,1.0
只有我不喜欢迷路的木子洋洋吗,0.0
您最好被我们骂的不睡觉,1.0
你该死,1.0
你早点投胎去吧,1.0
要我说，，，这是心理疾病吧，，为了博眼球也不至于做到这个程度啊,1.0
你直接死吧，这样能睡很久,1.0
脸呢,1.0
你怎么还没死,1.0
死人还会睡觉？,1.0
死人也能说话了?,1.0
骂你是不是要关注,1.0
傻吧,1.0
那你别睡了，直接死吧,1.0
换头像！,0.0
谢谢 愿你安息🕯,1.0
别睡了，多熬几天赶紧猝死也算是你为人民的眼睛做了一大贡献，天天在热搜评论里看到你你不恶心我恶心,1.0
你这种比，就该睡不着，早点得抑郁症，跳楼去,1.0
呸活该,1.0
好啊你棺材里有味儿吧怪不得睡不着觉呢来我帮你放点屎壳郎进去除味还能拱一拱你脑壳里的屎,1.0
你咋没死呢？我还等着去宁坟头跳舞呢,1.0
祝您全家赶紧死去吧,1.0
耶耶耶太棒了,0.0
哈哈哈哈哈,0.0
这年头猪🐷都玩微博了吗,1.0
你该死了,1.0
666,0.0
是你自己造的孽。没读书就快去读书，现在老年大学也有了，请把你素质提高再来。,1.0
为什么有好多木子洋洋,0.0
你好贱,1.0
呵呵呵,0.0
睡不着好啊，就应该天天睡不着,1.0
一个赞，洋洋的坟头长草一米,1.0
其实我不明白，你图啥呢？,0.0
那不是骂，是我们对逝者的唾弃,1.0
只有我一个人觉得迷路的木子洋洋锕活该被喷吗,1.0
别骂洋洋了，洋洋私底下是个儒雅随和的人呢,0.0
觉得骂的好的举爪,1.0
爸爸的快乐你想不到,0.0
你赶紧死,1.0
你每天这么做是为了在地狱给自己找点乐子吗,1.0
别光截别人评论的图宝贝，把你发的话也发出来好吗,1.0
骂的好,1.0
(痒痒鼠过来的)只有我一个人觉得你妈biss吗？,1.0
骂得太好了，你也好自为之，别出来惹人生气了,1.0
只有我一个人觉得他不配发微博吗？一个已经逝世的人到处蹭热度，不是我们可怜你你就是个孤儿，还是好好安息吧！！,1.0
我这条评论超过一个赞你都活不过今晚,1.0
你们为什么都骂他我新来的,0.0
这个博主到底是谁啊？这么招骂？,0.0
套用他的话      咳咳    只有我觉得他很蠢么,1.0
对不起 我向你道歉 但下次还会,0.0
想想自己吧 姐们儿何必呢,0.0
只有我觉得你该骂么？？？？,1.0
难听吗！？？？,0.0
你是得罪了多少家粉丝啊,0.0
我以后不开心只能只能你发发泄了，对不住了哈！那就祝你司全家吧？OK？,1.0
该!,1.0
你说的话就很好听了?,0.0
难你妈,1.0
我都懒得骂你了,1.0
自己也好自为之吧,0.0
这难听吗？对你来说多好听,0.0
有时候你不觉得自己骂的更难听吗？这样有意思吗？何必呢？有这点时间不如自己做点有意义的事！,1.0
确实，对逝者骂是很不尊敬的,1.0
我巴不得你🐴早死,1.0
求你们别骂了  你们越骂他 他越挣钱  一个个傻子一样,1.0
你这样又能怎样呢？满足？开心？博眼球？每天处在这种争吵的环境中不难受吗？就算是营销号，为了挣钱，也不用这样吧，搞得大家都不舒服，你也不舒服吧。,1.0
去你🐴,1.0
拿肖战的头像招黑,0.0
你买的起华为吗？,0.0
能不能把头像换了,0.0
你可真恶心，以为微博是你家啊你爸妈真可怜，生出来你这么恶心的人,1.0
好好的人不做，为啥要找虐呢，兄弟劝你善良点,1.0
那是没您高雅,0.0
心里没点数？,0.0
儿子回来吃饭吧，你妈坟上的菜已经做好三天了，就等你回来,1.0
你的评论不要出现在我们面前就行,1.0
无意点开 逝者安息🙏,1.0
看到都是骂你的就开心了。无意点开，逝者安息,1.0
你骂别人咒别人死就别怪别人骂你了呀,1.0
你婆臭臭皮,1.0
只能说你活该,1.0
没骂你呀，只是想当你爸爸而已啊,1.0
你可真是个不要脸的小人才,1.0
逝者安息🙏,1.0
自己先在那挑事，你不活该吗,1.0
呦呵 这就不行了 我们还没说其他的呢,1.0
你自己去人家楼底下说找人不喜欢的话，怪人家这么回复你吗。为什么不截图自己说的话，只截图别人给你的评论。你不喜欢可以不去说这样谁也不招惹谁不好嘛。懂点事吧。,1.0
爸爸的快乐你想象不到，德云女孩你惹不起？,1.0
劝你好自为之，憨憨，靠着黑别人给自己涨粉涨名气真不是一般不要脸，骂你是看得起你，谢谢,1.0
抗日战争时候  把你脸贴在城墙上   面积又大又厚   机关枪都打不透,1.0
还不死？,1.0
雨我无瓜,0.0
鲁迅：你就值得这样的话语!,0.0
活该呀！你不BB谁会骂你！你爹的快乐你咋会知道,1.0
这种人为了热度真的什么事都能做出来,0.0
你评论的话怎么不截出来？自己非要借着我们火一把，怪我们喽！,1.0
自己挑事的时候怎么没想到？脑子水多要不扔了吧,1.0
那行吧，你爹的快乐你想象不到,0.0
生而为人 务必善良,0.0
他们骂的是人吗？搞笑,1.0
自己说别人的时候就不觉得话难听了？以其人之道还其人之身,1.0
活该被骂,1.0
拜托别用肖战照片,0.0
我觉得那听我就放心了,0.0
滚蛋 滚出微博,1.0
当这么多人都讨厌你  你是不是该自己反思一下   好自为之的不是我们  是你！,1.0
你不配,1.0
哗众取宠,1.0
你献祭亲🐴上热评，就是为了赚钱买个铲子给你🐴埋了，对不起，我错怪你了👻,1.0
哭🐶,1.0
爸爸们说你一句怎么了？,0.0
你自己好自为之就好,0.0
爸爸的快乐你想象不到,0.0
骂你怎么了你不该骂吗  天天去蹭热评你怎么不上天呢  很好玩是吧 无不无聊没脑子吗   靠这种东西来博得关注  你真的有病  垃圾,1.0
骂的就是你 你妈今晚被我暗杀,1.0
扇自己嘴 别一天天那么欠,1.0
兄弟，不是我说在有生之年能被这么多人骂，你也真的是荣幸啊,1.0
你要找骂请不要顶着肖战的头像OK？,1.0
腊级,1.0
别顶着战哥的头像,0.0
我要日他媳妇，赶紧，我把视频给你们看,1.0
大家举报这个人,1.0
我平时不骂人，因为我骂得都不是人,1.0
妈妈的快感你无法想象,0.0
骂的好，想你这种人就该死去,1.0
我觉得不应该骂你，因为没必要骂一个连人都不配做的东西,1.0
像你这种哗众取宠的小丑，不就希望人们这样做吗？,1.0
这队形很整齐啊！,0.0
别人骂你一点不解气，把你发的评论都扒出来杀你的心都有了,1.0
那你图啥，能被这么多人骂，反思一,1.0
一脸懵逼的点进来。我想知道为什么这么多人骂你呢,1.0
我要笑死了，感觉你有点可怜了,0.0
你不是孤儿么？让你体验体验有父母的滋味，怎么算骂你了？我们慈善做公益帮助孤儿还错了，,1.0
我要劝大家一句，没事少在外面认儿子，这种玩意丢脸还不够吗,1.0
爸爸的快乐你别乱想像，你想不到的,1.0
你就该死,1.0
有谁能人肉他🐴 ,0.0
你闭上嘴我们不就不喷你了呢,1.0
我把你头打爆，懂？,1.0
？,0.0
臭沙比,1.0
祝你放屁得痔疮，喝水得溃疡，嘘嘘得尿道炎，写题得脑膜炎,1.0
以后别骂德云社了 因为爸爸的快乐你想象不到。但你如果过分了，姆们德云女孩不介意大杀四方。,1.0
德云女孩儿优秀,0.0
笑死我了,0.0
骂你是你的荣幸 不是要热度吗 骂你是在帮你,1.0
每次看到你被喷 我心里面都乐开了花 你图啥呢  哈哈哈哈哈哈,1.0
好你🐴，蹭热度蹭得开心嘛？骂死都该,1.0
自己不做亏心事 就不会有人骂,1.0
自己天天在网上骂人好意思说别人。有病吧你,1.0
你想不到没有,0.0
你就是欠骂,1.0
哈哈哈哈哈哈哈哈，爸爸的快乐，你想象不到,0.0
各家粉丝你都挑唆一边，现在又去骂肖战蔡徐坤，虽然我不是他们的粉丝，我还是要问你，你是不是有病啊,1.0
骂的就是你要点脸,1.0
看到你被骂，我就放心了,0.0
博取眼球快乐么？你要的不就是这种效果么？你怎么不想想为什么只骂你？,0.0
差评！居然都没有截到我骂你的！,1.0
你个祸害,1.0
德云女孩是你这种货色能惹的起的？？,1.0
可能是你太讨厌了呗,0.0
爷爷的快乐，你想象不到。,0.0
骂的就是你,0.0
咋？？？你还能直接死这咋滴？？？,1.0
我想知道他有多大年纪，天天都在想啥，长啥样！,1.0
唾弃你的坟墓,1.0
人家没说脏字啊，不就是说你是个儿子吗？这话哪儿错了？,1.0
好你🐴🐴,1.0
我真的不明白 你为什么要给自己招黑 你把头像改成战战 你就能黑他？ 我们小飞侠摆看的？！,1.0
活该真他妈无耻,1.0
那你也别一天天的没事找事儿啊,0.0
只有我觉得你这个名字在招黑吗？,0.0
他现在已经有微博认证了,0.0
你自己更过分吧,0.0
请您暴毙吧 好吗？一天到晚蹭热度 真特么恶心 爸爸劝你早日离开世界好嘛？,1.0
耶，那么多人关注你，就是为了骂你吗，我只想说……骂得好！,1.0
你个憨憨,1.0
无底线，活该,1.0
木子洋洋太可怜了泪目呜呜呜,0.0
你是憨批？,1.0
你赶快死,1.0
活求该 该求遭 被求死,1.0
怎么说呢，你自己应该心里清楚的，我已经看到你很多次了，每次总是发一些有争议的言论，暂且不说你用战战的头像发这些言论是否有目的，就按你每次发的言论来讲，一遇事，总是要从别的方向引战，实属不该。既是自己的选择，那肯定要自己承受代价。,0.0
大家别关注他 是个营销号,0.0
你应该的,0.0
麻烦您把超话头像换了别扯上木子洋,0.0
你爸爸永远是你爸爸  嘴巴臭记得刷牙 姐妹们给她推荐一些好用的牙刷 我怕她一天一箱都不够,1.0
如果你不是说的太难听，谁会无缘无故的骂你呢,0.0
被人骂  你还火了,0.0
我不骂你，孤儿下辈子继续孤儿把，这辈子做了这么多伤天害理得，当你爹妈就受报应吧，生生世世报应你当孤儿,1.0
这个人为什么还不死啊,1.0
只有我一个人觉得木子洋洋有病吗,1.0
哈哈哈哈哈哈哈哈哈哈哈我操我真几把笑死，快来看啊，知名恶臭到处带节奏没口德up主说别人嘴臭啊！奇人共赏,1.0
这不是事实吗？,0.0
原来苍蝇在被拍死之前，以为人类还会费口舌骂他呀？🤔,1.0
你好像很伤心的样子💔。。真是……太好了！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0.0
你买粉买这么多。花了不少钱吧,0.0
那你呢?一天天评论的是人话吗?he tui,1.0
不就是喜欢别人骂你么，明说就行，不用暗示,0.0
劝你好自为之,0.0
微博为什么不禁你的言,0.0
不要脸！木子洋洋打广告，反对购买，拒绝购买！！！！！！,1.0
我们也劝你好自为之吧,0.0
你要听听更难听的嘛？,0.0
你自己说的啥 心里没点逼数？,1.0
难听的话，我们还没说吧,0.0
什么热度都要蹭一下，毛病吧你,1.0
我祝你这一辈子都不会快乐，内心永远空虚寂寞,1.0
哪骂了。没人骂人人啊。我只看到有个疯子乱说然后热心网友不仅不嫌弃她脑子不清楚，还与她进行亲切有好的交谈,1.0
还装无辜呢,0.0
我们好自为之？？？首先请你百度一下这个的意思再用好不好，听话，孤儿,1.0
本来是吃瓜心态看微博，看到“爸爸的快乐你想象不到”一句卧槽你真该死啊，说我们德云社,1.0
别老装无辜了，就你骂人的战绩，不用看开头，就知道你又在骂人装无辜了，呵呵呵,1.0
爹的赞，是你遥不可及的梦,1.0
每天骂一遍送🐴洋，快乐生活每一天,1.0
你说别人的时候  你怎么不觉得难听？,1.0
只有我一个人觉得这个批活该吗,1.0
不要理会那些渣渣，虽然我不知道你，但是就冲你评论CXK得HIV那条，我支持你,0.0
遗臭万年,1.0
看到你被骂的这么惨我就安心了,0.0
这个人干啥了，有愿意讲讲的呢,0.0
去犯法啊🐶东西。还好自为之，提着你的40米大屌来砍我。💩坑东西,1.0
实在搞不懂你在每一位名字下面都说着不喜欢 你可能谁也不喜欢吧。劝你善良是真的。脑子是个好东西 可是你没有,1.0
想再看一眼那条被她评论过的微博，找不到了,0.0
看到这么多人骂你我就放心了,0.0
你也是🙂,0.0
你爹的快乐你是体会不到了～～早出去做做生意你还是能体会到你母亲的快乐的,0.0
这是在骂你？？,0.0
有想过自己为什么被骂吗？你自己说的更难听好吗？他们已经很有礼貌的爸爸的快乐你不懂。好像没有出口说脏话吧？所以这就是不作就不会这样,0.0
你自己活该,1.0
无意点开 逝者安息☠️ 🙏🏻,1.0
爸爸的快乐你想象不到 He  tui,1.0
我知道你很喜欢被人骂，但是你该怎么样是你，但是你做的说的就很能体现你家里你爸妈什么的也都不是个玩意儿，要不然不把你关好了放出来恶心人,1.0
真能给自己贴金,0.0
你自己说得好听？？？,0.0
每天喷这个喷哪个的是你，现在别人喷你也是你活该,1.0
爷爷的快乐你想象不到,0.0
我还真头一次见你这种憨批,1.0
你活得过今晚吗？,1.0
求求你了快死去吧,1.0
为什么都骂你？,1.0
哈哈哈哈哈哈哈哈，骂的太好太顺了,1.0
？有病？,1.0
那我一天能给你刷几十条评论哈哈哈哈哈哈哈哈就当垃圾桶,1.0
只有我觉得你太作了么,1.0
这样是不是给你一种诡异的我火了的感觉？,0.0
别打着小白花的技能去祸害别人  给自己留点德不好吗,1.0
图什么呢，可悲不可悲（掩面），你是不是被骂了还心里美滋滋？,1.0
无意点开，逝者安息，无意冒犯,1.0
别装了，谁叫你说别人,1.0
我尼玛怎么这么多粉丝了,1.0
哦,0.0
你🐎烧成灰,1.0
羊癫疯永相随加油呀洋洋,1.0
摔死没骨灰,1.0
飞你🐴 呢，给你扒拉下来埋坟里,1.0
天天想词骂你好累啊,1.0
你灿烂的一笑，狼都上吊；你温柔的一叫，鸡飞狗跳；你潇洒的一站，臭味弥漫；你兴奋的出汗，虱子遭难；你不打扮，比鬼难看；你一打扮，鬼都瘫痪！,1.0
麻烦只有我一个人觉得你是个傻子吗,1.0
我不敢骂你，我怕被赞到明年。,1.0
飞你妈,1.0
飞你爹个二舅姥爷的收音机咕咕唧唧,1.0
飞？想上天？你以为自己是窜天猴,1.0
我们火炉的火很旺的，不要摔的粉身碎骨，影响我发挥，我怕把你骨灰都烧没了,1.0
只有我一个人喜欢木子洋洋吗？喜欢他的感觉就和吃了一吨屎过后再打了个嗝一样。,1.0
发羊癫疯，被人吐口水！,1.0
你妈化成灰,1.0
昨天看见你爸爸在种枇杷树，怎么今天不上山吗？,1.0
洋洋，勇敢的飞到我炉子来,0.0
我脏了 你是我的经常访问,1.0
你妈后面追,1.0
亲妈骨灰随,1.0
汝母必飞天,1.0
我有个大胆的猜测，你其实已经死了，现在在18层地狱，阎王爷给你派了个任务我说对了吗死洋？,1.0
又来送🐴 ？,1.0
找不见骨灰? 麻溜给老子换头像,1.0
我不敢骂你 我怕被赞到明年,1.0
飞你mmp,1.0
你🐴在天上飞,1.0
孤儿,1.0
你妈永相随,1.0
飞进垃圾堆,1.0
我从来不骂人，所以我今天骂你。,1.0
飞你🐴的锤！,1.0
只有我一个人希望洋洋得羊癫疯吗？,1.0
飞来送🐴 ？？,1.0
飞尼玛呢，有两个胳膊就当成翅膀，以为挥挥就能飞呢？？？,1.0
摔的稀巴烂,1.0
洋洋勇敢飞 挫骨又扬灰,1.0
老子拿刀向你追,1.0
尼玛后脚挂,1.0
谁能告诉我下这个人到底做了什么？,1.0
"木子洋洋走了，走得很痛苦，火化的时候还诈了尸，一直喊我没有死，最后用铁链绑着烧完的。火很旺，烧得嘎吱响，烧了三天三夜，家属很坚强，一个哭的都没，还有一个忍不住笑出了声，那晚风很大，运骨灰路上还翻了车，把骨灰盒摔碎了，刚要捧点儿骨灰，来了辆洒水车,车上唱着今天是个好日子！",1.0
协邱少华一起上西天,1.0
飞飞飞我给你🐎飞死了,1.0
看到这么多人骂你，我也就放心了,1.0
抑郁永相随,1.0
你🐴 万人骑,1.0
越疯人院,1.0
骂你还得关注 爷更生气了 你飞吧你🐎的骨灰后边追,1.0
你可以不要用赞赞的头像吗,0.0
"你怎么还没s,你到底买了都少复活甲，信不信我举报你开挂，让你每秒s一次",1.0
最好飞出地球，飞出宇宙，美好的人间你不配,1.0
骨灰永相随,1.0
喂喂喂，你什么时候死呀！,1.0
变成黑乌龟,0.0
死🐴洋洋删我评论滚,1.0
羊癫疯永相随？？,1.0
你🐴 骨灰永相随,1.0
头皮屑永相随,0.0
你要和你🐴一起坐火箭上天？请记住多去地狱转转,1.0
扒拉下来烧成灰,1.0
讨厌,0.0
飞尼玛 你今晚biss,1.0
一去不复返,0.0
这是沸羊羊的感觉～,1.0
傻子,1.0
司马东西,1.0
画地成圆，祝尔长眠。,1.0
扎进垃圾堆🙃🙃,1.0
无意点开，全家安息,1.0
飞上西天,1.0
不许叫洋洋  你退出微博吧     整天这样的带节奏 把名字改了！      换个名字爱用啥用啥,1.0
怎么还没死,1.0
飞 飞到屎坑里？？？？,1.0
魂在后面飞,1.0
nmsl  上次黑我鹿,1.0
担架永相随,1.0
飞到骨灰盒里吧，hp,1.0
阎王后边追,1.0
摔成盒骨灰,1.0
我他妈求求你换个头像吧！！,1.0
你从小缺钙，长大缺爱，姥姥不疼，舅舅不爱。左脸欠抽，右脸欠踹。驴见驴踢，猪见猪踩。,1.0
飞你🐴,1.0
洋洋勇敢飞，骨灰永相随,1.0
飞进🌋,1.0
飞你🐎个🔨你飞,1.0
ss永相随,0.0
你嘛草着追？,1.0
你什么时候炸,1.0
摔得你不如鬼,1.0
你也太成功了吧，粉丝都这么多了,1.0
想飞？做梦！  当心摔死哦,1.0
你爸妈骨灰永相随,1.0
你怎么还不封号,1.0
咋？学烟花？在天上火化？？？,1.0
飞你🐴 呐飞，送你，不用谢,1.0
撕烂你的嘴,1.0
我觉得我可以把这个评论区当成笑话看了，骂的都不重样啊哈哈哈哈。,1.0
沙雕,1.0
头给你打飞,1.0
洋洋勇敢飞，出门掉粪堆 他说味不错，要带全家吃,1.0
你飞你🐴  扑棱蛾子,1.0
你咋不会抑郁症呢,1.0
哈哈哈哈哈哈哈哈哈哈哈艹，我都想关注看大家骂他了,1.0
早日化骨灰,1.0
死了没人追,1.0
心理变态,1.0
你可真恶心,1.0
你个憨批,1.0
牧羊犬，留尼玛遗言呢？您🐴 坟头泣血，您八明天出门被电动车撞s,1.0
真不明白为什么有人连黑红也愿意这么想红吗,1.0
他为啥还在呢，没人举报嘛,1.0
飞到粪坑堆,1.0
司马崽,1.0
今晚你必死,1.0
在阴间还想飞呢？你是在做梦呢,1.0
飞到垃圾堆,1.0
地府催你去报道,1.0
你要飞，我把你头给锤在地上,1.0
殡葬火化一条龙,1.0
关注你的都是为了骂你，哈哈哈,1.0
哈哈哈,0.0
洋洋勇敢飞向屎,1.0
洋洋没🐴永相随,1.0
拉屎拉裤里吧,1.0
洋洋勇敢飞  你🐴 赶紧死,1.0
骨灰被风吹,1.0
还没封?醉了,0.0
逝者安息，无意点开,1.0
你🐴 满天飞,1.0
你🐎天涯角落 永相随 明天烧成破骨灰,1.0
好想骂你,1.0
你什么时候死,1.0
摔死没墓碑,1.0
卧槽 你小时候经历啥了 怎么心思这么恶毒,1.0
骂你被赞到现在,1.0
希望你能走得安详一些，没有痛苦没有病痛，来世投胎做只猪，为人类做点贡献，至少比你做人辈子有贡献,1.0
R.I.P,1.0
飞进垃圾堆还是火化场？,1.0
在,0.0
请问你到底是条什么狗？可以给我地址我认识一下你么？有礼物想送给你，嗯。,1.0
为什么大家都要骂你？,1.0
我新来的，这个人他咋了你们怎么都骂他啊,1.0
这人咋了(ﾟOﾟ),0.0
我也求你放过肖战,0.0
这么多人骂你我放心了,1.0
妹妹收骨灰,1.0
安息🙏,1.0
请问你是想走黑红路线吗,1.0
出门永不归😄,1.0
飞你🐴！今晚biss,1.0
换你妈头像,1.0
我求你放过肖战,0.0
再见,0.0
你个憨憨怎么还没biss,1.0
向火葬场,1.0
💣🐷💣,1.0
我就来看看种好枇杷树了没,1.0
为什么这种人，语言上一直都是各种黑，为啥粉丝还这么多？也没被封，也没人给它发律师函吗？,1.0
飞你妈呢飞，自己吹都吹的上天了可还行，给爹下来🙃,1.0
辣鸡,1.0
你这么关注我家爱豆，你家爱豆怕不是死了吧,1.0
也不觉得丢脸啧啧啧,1.0
⊙∀⊙！,1.0
"木子洋洋走了，还拉着邱少华，他们走得很痛苦，火化的时候还诈了尸，一直喊我没有死，最后用铁链绑着烧完的。火很旺，烧得嘎吱响烧了三天三夜，家属很坚强一个哭的都没，还有一个忍不住笑出了声，那晚风很大，运骨灰路上还翻了车，把骨灰盒摔碎了，刚要捧点儿骨灰来了辆洒水车,车上唱着今天是个好日子",1.0
如果你不了解，请你别随意发表言论诟病张艺兴，我们爱国，但绝不因为道德绑架而盲目爱国，ck有实质性故意性的辱华行为吗，若说张艺兴为此所做出的行动，他在之后把所有代言签约排查了一遍，也和三星取消了合作。,1.0
摔死就成灰,1.0
飞你二姨太奶奶,1.0
掉下来摔成灰,1.0
摔断你的腿,1.0
洋洋给自己家集点阴德吧,1.0
飞你🐎呢,1.0
